url,summary
https://www.courts.ca.gov/documents/5DCA-Security-Screening-Procedures.pdf,"When visiting the Court of Appeal, Fifth Appellate District, you must go through a security screening process. This includes walking through a metal detector and having any items you bring in inspected. You must also follow certain rules while in the courtroom, such as remaining silent and not addressing the court. No electronic devices, weapons, food, drinks, or animals (except service animals) are allowed in the courtroom. You must also remove any metal or non-metal objects from your person and wear appropriate clothing."
https://www.courts.ca.gov/documents/5dca-Reporter-Transcripts-Formatting-Guidelines.pdf,"In order to make a reporter's transcript easier to use, it should be merged into a single volume and have a master index of all hearings, witnesses, and exhibits. This master index should be hyperlinked to each of these locations. Each volume should also have a cover page and bookmarks for the exhibits and word index."
https://www.courts.ca.gov/documents/5DCA-SuperiorCourts-ReferenceManual.pdf,
http://www.courts.ca.gov/documents/trial-court-records-manual.pdf,"This manual provides guidance on how to manage trial court records in California. It covers topics such as filing papers in court, record classification, storage and maintenance, electronic signing, exhibits management, public access, and more. It is intended to help trial court leaders develop strategic solutions to manage paper and electronic records."
https://www.courts.ca.gov/documents/Local-Rule-Changes-20230605.pdf,"This is a set of rules for the Court of Appeal First Appellate District in California. It outlines procedures for oral argument, including the option to waive argument, the information needed to make an election to present oral argument, the amount of time allocated for each side, and the dates for oral argument. It also explains the recording and streaming of oral argument, requests for continuances, and the use of electronic devices in the courtroom."
https://www.courts.ca.gov/documents/Misc._order_2023-1_031323.pdf,"This is a legal document that was filed in a court of appeal on March 13, 2023 by a deputy clerk."
https://www.courts.ca.gov/documents/1DCA-Prop66-Recruitment.pdf,"The Court of Appeal, First Appellate District is looking for lawyers to represent people in death penalty-related habeas corpus proceedings in the superior courts. If you are interested in applying for an appointment, you can find the qualification criteria and application form online. The rate of pay for this representation has not been set yet. If you have your principal place of business in the First District or outside of California, you can send your application and materials to the email provided."
https://newsroom.courts.ca.gov/sites/default/files/newsroom/2022-03/Statewide%20Order%20Changes%20by%20CJ-Chair%20of%20JC%20%28030322%29.pdf,"In response to the COVID-19 pandemic, the Chief Justice of California issued orders to extend the time for certain judicial proceedings, such as arraignments, preliminary examinations, and criminal and civil trials. These orders have now been rescinded due to changing conditions in California, and courts are no longer able to extend the time for these proceedings. Courts may still use technology to conduct proceedings remotely."
https://www.courts.ca.gov/documents/3dca_APPEALS-TRANSCRIPT-TRAINING-MANUAL.pdf,"Electronic Clerk's Transcript C084752_CR_electronicER_raf_Carbajal Electronic Reporter's Transcript Page 22 Juvenile Cases J084752_JV_electronicRT_raf_Carbajal Original Reporter's Transcript J084752_JV_electronicCT_raf_Carbajal Electronic Clerk's Transcript J084752_JV_electronicER_raf_Carbajal Electronic Reporter's Transcript Civil Cases C084752_CV_electronicRT_raf_Carbajal Original Reporter's Transcript C084752_CV_electronicCT_raf_Carbajal Electronic Clerk's Transcript C084752_CV_electronicER_raf_Carbajal Electronic Reporter's Transcript This is a training manual for court clerks on how to prepare an electronic clerk's transcript. It covers topics such as gathering documents, redacting, creating a clerk's certificate, combining files in Adobe, creating an index and cover page, inserting additional documents, pagination, adding bookmarks, updating the index and cover page, replacing documents, updating pagination, splitting volumes, pagination across multi-volume transcripts, naming conventions, and Axway uploading."
https://www.courts.ca.gov/documents/3DC_EmergencyOrder_04092020.pdf,"Due to the COVID-19 pandemic, the Judicial Council of California has authorized the six district Courts of Appeal to extend certain time periods by up to 30 days. On April 4, 2020, the Judicial Council amended a rule to help the courts continue to operate during the pandemic. This order applies retroactively to the starting date of the court’s current implementation order."
https://www.courts.ca.gov/documents/3DC_ImplementationOrder_04132020.pdf,"The California Court of Appeal has issued an order that extends all time periods specified by the California Rules of Court for 30 days from the date of the specified event between March 20, 2020 and April 19, 2020. This means that any act required or permitted under the California Rules of Court will have an extra 30 days to be completed. The Court retains the discretion to disallow an extension of time under appropriate circumstances."
https://www.courts.ca.gov/documents/3DC_EmergencyOrder_04152020.pdf,"This order from the Judicial Council of California allows the six district Courts of Appeal to extend by no more than 30 days the time periods specified by the California Rules of Court. This order is in effect for proceedings that would occur between April 2020 and May 18, 2020 due to the COVID-19 pandemic."
https://www.courts.ca.gov/documents/3DC_ImplementationOrder_04172020.pdf,"The California Court of Appeal has issued an emergency order extending all time periods specified by the California Rules of Court that occur between April 20, 2020 and May 18, 2020 by 30 days. This means that deadlines for court-related activities will be extended for 30 days, without the need to apply for an extension. The Court retains the discretion to disallow an extension of time or to order that an action be taken within a specified time frame. This order is effective immediately."
https://www.courts.ca.gov/documents/3dca-MiscOrder2020-001.pdf,"The Third District Court of Appeal in California has issued an order extending all time periods specified by the California Rules of Court that occur between April 20 and May 18, 2020, for 30 days. However, this extension does not apply to briefs in juvenile dependency appeals and writs. If a party needs an extension of time, they must file an application for an extension."
https://www.courts.ca.gov/documents/appdistmap.pdf,"In California, there are six appellate districts that are divided into smaller counties. These districts are the First Appellate District (Alameda, Contra Costa, Marin, Napa, San Francisco, San Mateo, Solano, Sonoma, Del Norte, Humboldt, Lake, Mendocino), Second Appellate District (Los Angeles, San Luis Obispo, Santa Barbara, Ventura), Third Appellate District (Alpine, Amador, Calaveras, Mono, San Joaquin, Butte, Colusa, El Dorado, Glenn, Lassen, Modoc, Nevada, Placer, Plumas, Sacramento, Shasta, Sierra, Siskiyou, Sutter, Tehama, Trinity, Yolo, Yuba), Fourth Appellate District (Inyo, Imperial, Orange, Riverside, San Bernardino, San Diego), Fifth Appellate District (Fresno, Kings, Madera, Mariposa, Merced, Stanislaus, Tulare, Tuolumne, Kern), and Sixth Appellate District."
https://www.courts.ca.gov/documents/hc100.pdf,"This form is for attorneys who are applying to be included on a panel of qualified attorneys to represent people in death penalty-related habeas corpus proceedings. The form requires applicants to provide information about their experience, training, and qualifications, as well as attestations and recommendations from other attorneys."
https://www.courts.ca.gov/documents/2dca_Misc_ORD_2022-02.pdf,
https://www.courts.ca.gov/documents/2dca-Appellate-Attorney-Central-Staff-0422.pdf,
https://www.courts.ca.gov/documents/2DCA-Prop66-Recruitment.pdf,"The Second District Court of Appeal is looking for lawyers to represent people who have been sentenced to death in habeas corpus proceedings in Los Angeles, Ventura, Santa Barbara and San Luis Obispo Superior Courts. If you are interested in applying, you can find the qualification criteria and application on the Second District Court of Appeal website. Attorneys with their principal place of business in the Second District should send their completed application and materials to the email or postal address provided."
https://www.courts.ca.gov/documents/habeas_panel.pdf,"This is a list of attorneys who are part of the Statewide Habeas Attorney Panel and are compliant with 4.562 regulations. It includes the attorney's name, bar number, county of principal place of business, and appellate district. The list was updated in February 2020."
https://www.courts.ca.gov/documents/2DCA-Electronic-Formatting-Req-Guide.pdf,"This document outlines the formatting requirements and guidelines for documents filed electronically with the Second District Court in California. This includes text-searchable PDFs, cover pages, pagination, electronic bookmarks, file size, multiple files, privacy protection, font style, spacing, margins, alignment, quotation marks, and hyperlinking."
https://www.courts.ca.gov/documents/dca2-guide-to-consecutive-pagination.pdf,"When creating a document with multiple PDF files, the pages must be numbered consecutively. This means that if the first file ends on page 234, the second file must begin on page 235. To ensure the pages are numbered correctly, open the second PDF file in Adobe Acrobat and use the ""Number Pages"" tool to set the starting page number. Repeat this process for any additional files in the document."
https://www.courts.ca.gov/documents/Consecutive_Pagination_Across_Multiple_PDF_Files-Adobe_DC.pdf,"When creating a document that consists of multiple PDF files, the pages must be numbered consecutively. This means that if the first file ends on page 234, the second file must begin on page 235. To do this, open the second PDF file in Adobe Acrobat, click View, select Show/Hide, and then select Page Thumbnails. Then, select Page Labels, select All, and change the Start parameter to match the first page of the file. Save the file and repeat this process for any additional files."
https://www.courts.ca.gov/documents/2DCA-eFiling-guidelines.pdf,"The Court of Appeal, Second Appellate District has guidelines for filing electronic documents in the court that a party wants to become part of the record on appeal. When filing a motion, application, or request, the party should submit documents as a separate .pdf file at the same time. Documents over 300 pages can be submitted electronically as long as the file size is 25 megabytes or smaller. If creating your own proof of service, include it as the last page of the filing, and file the Civil Case Information Statement after a docket number has been assigned."
https://www.courts.ca.gov/documents/4DCA-eFiling-Adobe-PDF-Bookmark-Zoom-Settings.pdf,"When viewing a PDF document, bookmarks can contain specific zoom settings that change the zoom percentage each time a bookmark is clicked. This can be annoying for viewers who want to set their own zoom setting. To fix this, the PDF creator needs to go back and change the zoom setting for each bookmark to ""Inherit Zoom"" so that the viewer's zoom setting will stay the same when clicking on bookmarks."
https://www.courts.ca.gov/documents/2DCA-eFiling-Sample-Brief.pdf,"This case is about a dispute between The Three Bears and Goldilocks. The Three Bears sued Goldilocks for trespassing on their property, claiming she entered their home when they were not at home, ate their food, and fell asleep in one of their beds. After a trial, the court found Goldilocks guilty of trespass and ordered her to pay the Three Bears $50,000. Goldilocks is appealing the decision, arguing that she had implied consent to enter the house and her entry was not wrongful. The court of appeals will decide whether or not Goldilocks had implied consent to enter the Three Bears' house."
https://www.courts.ca.gov/documents/2DCA-eFiling-Sample-Appendix.pdf,"This is a legal document outlining the court proceedings between two parties, The Three Bears and Goldilocks. It includes a chronological and alphabetical index of documents filed, appendices, and proof of service."
https://www.courts.ca.gov/documents/2DCA-eFiling-Sample-Writ-Petition.pdf,"This is a legal document from a court of appeal in California. Goldilocks is petitioning the court to vacate an order denying her motion for summary judgment. The document contains a Petition for Writ of [Type of Writ], a Verification, a Memorandum of Points and Authorities, a Certificate of Compliance, Exhibits, and Proof of Service."
https://www.courts.ca.gov/documents/2DCA-eFiling-Sample-Writ-Exhibits.pdf,"This is a legal document from the Court of Appeal of California. It is an index of exhibits for a case involving Goldilocks, the Three Bears, and the Los Angeles County Superior Court. It includes documents such as a First Amended Complaint, Answer to First Amended Complaint, Notice of Motion for Summary Judgment, Memorandum of Points and Authorities in Support of Motion for Summary Judgment, Separate Statement of Undisputed Facts in Support of Motion for Summary Judgment, and Declaration of Robert Southey in Support of Motion for Summary Judgment."
https://www.courts.ca.gov/documents/2DCA-eFiling-Sample-Exhibits-Motion-Request-Application.pdf,"This case is about The Three Bears suing Goldilocks for an unknown reason. The case is in the Court of Appeal of the State of California Second Appellate District. The documents being used in the case are listed in the index of exhibits, which includes a First Amended Complaint, Answer to First Amended Complaint, Notice of Motion for Summary Judgment, Memorandum of Points and Authorities in Support of Motion for Summary Judgment, Separate Statement of Undisputed Facts in Support of Motion for Summary Judgment, and Declaration of Robert Southey in Support of Motion for Summary Judgment."
https://www.courts.ca.gov/documents/2DCA-Hours-Courtroom.pdf,The Clerk's Office for Los Angeles and Ventura are open from 9:00 a.m. to 4:30 p.m. Monday through Friday. The Clerk's Office for Division Six in Ventura is on the ground floor and the Clerk's Office in Los Angeles is on the Second Floor in the North Tower of the Ronald Reagan State Building. The Courtroom in Los Angeles is located on the Third Floor of the Ronald Reagan State Building. Laptops and tablets are allowed in the courtroom as an aid in presenting oral argument but cell phones and other electronic devices are not allowed. No audio or video recording or taking of photographs is allowed unless approved.
https://www.courts.ca.gov/documents/2023-6dca-calendar-portrait.pdf,"This text is about a computer programming language called ""i255."" It is used to create programs and applications that can be used on computers. It is a complex language that requires a lot of knowledge and understanding to use properly. It is important for high school students to understand the basics of programming languages such as i255 in order to be successful in the future."
https://www.courts.ca.gov/documents/AppellateJudicialMentorApplication.pdf,"The California Court of Appeal Judicial Mentor Program is an opportunity for high school students to gain insight into the judicial system. The application includes questions about the applicant's legal experience, such as when they were admitted to the California Bar and the nature of their appellate practice. It also includes questions about any judicial committees, community organizations, or legal professional societies the applicant has been involved in. The program requires participants to meet with their mentor at least twice in a six-month period and the mentor will provide advice and encouragement."
https://www.scscourt.org/court_divisions/appellate/appellate_home.shtml,
https://www.courts.ca.gov/documents/6dca-misc-order-20-002.pdf,"This court order states that due to the public emergency created by the COVID-19 virus, oral arguments at the Sixth District Court of Appeal will be conducted by telephone instead of in person until further notice. The proceedings will still be open to the public and members of the press."
https://www.courts.ca.gov/documents/jv820.pdf,"A juvenile court has made an order setting a hearing under Welfare and Institutions Code section 366.26. This hearing may result in the termination of parental rights and adoption of the child. If you want to challenge the court's decision, you must file a Notice of Intent to File Writ Petition and Request for Record within 7-27 days from the date the court set the hearing, depending on your location. You must also provide copies of the petition to all parties in the case, the child's CASA volunteer, the child's present caregiver, and any de facto parent who has standing to participate in the juvenile court proceedings."
https://www.courts.ca.gov/documents/sample_order_ext_request.pdf,John Doe is a lawyer representing Party Two in a court case in California. The court has granted an extension of time for Party Two to file their opening brief.
https://www.courts.ca.gov/documents/mc275.pdf,"This form is used to challenge a criminal conviction or confinement conditions in the Superior Court or Court of Appeal. It must be filled out carefully and accurately, as making a false statement may lead to a conviction for perjury. The form requires information such as the plea entered, the length of the sentence, and the grounds for relief. It also requires information about any prior petitions, appeals, or other matters filed in any court. The form must be filed in the county that made the order or in the county in which the petitioner is confined."
https://www.courts.ca.gov/documents/6DCAproc.pdf,"in the subject matter of the petition. (Rule 8.486(a)(2).) The petitioner must be a party to the underlying action or a person whose rights are directly affected by the order. (See, e.g., People v. Superior Court (Romero) (1996) 13 Cal.4th 497, 509- 510.) Outline of Original Proceedings and Relief Ancillary to Appeal March 2011 7 Record: The petition must include a record of the proceedings in the lower court. (Rule 8.486(b).) The record must include, at a minimum, the order challenged, the pleadings pro and con leading up to the order, the transcript of the hearing if any, anything else needed to give a full understanding of what the lower court did and its reasons for doing so, and the identity of the lower court judge. (Rule 8.486(b).) The record must be bound together at the end of the petition or in separate volumes not to exceed 300 pages each. (Rule 8.486(c)(1).) Exhibits must begin with a table of contents, must be index -tabbed by number or letter , must be paginated consecutively , and must be bound together at the end"
https://www.courts.ca.gov/documents/6DCAproc.doc,
https://www.courts.ca.gov/documents/IOP_District6.pdf,"This document explains the internal operating practices of the Court of Appeal, Sixth Appellate District. It covers the structure of the court, the organization of staff, the process of appeals, and other procedures. It is important for high school students to be aware of the court system and how it works."
https://www.courts.ca.gov/documents/DCASC-Bookmarks-and-Pagination.pdf,"This text provides guidelines for formatting documents that are filed electronically with the court. Documents must be text-searchable, paginated, and include bookmarks to each heading, subheading, and the first page of any component of the document. Exhibits or attachments must also be bookmarked and paginated across all files. These guidelines are important to follow when filing documents electronically with the court."
https://www.courts.ca.gov/documents/DCASC-Adobe-PDF-Bookmark-Zoom-Settings.pdf,"When you open a PDF document, it will usually open with the zoom setting that you have chosen in Adobe Reader or Adobe Acrobat Pro. However, when you click on a bookmark, the zoom setting can change to the specific zoom setting embedded in the properties of the individual bookmark. This can be annoying if you want to keep the same zoom setting for the entire document. To fix this problem, you need to change the zoom setting for each bookmark to ""Inherit Zoom"" in Adobe Acrobat. This will make sure that the zoom setting stays the same no matter which bookmark you click."
https://www.courts.ca.gov/documents/DCASC-Formatting-Guidelines-Briefs.pdf,"This article provides guidelines for formatting briefs that are filed in connection with appeals. Documents must be in a text-searchable PDF format and all pages must be numbered consecutively. Additionally, bookmarks must be included in the document to link to each heading, subheading, and the first page of any component of the brief. This ensures that page citations are consistent throughout the brief."
https://www.courts.ca.gov/documents/DCASC-Sample-AOB.pdf,"This is a legal document that outlines the case of [Name] v. [Name], which is being heard in the Court of Appeal of the State of California. The document contains information about the case, such as the statement of the case, statement of appealability, statement of facts, argument, conclusion, certificate of word count, and declaration of service."
https://www.courts.ca.gov/documents/DCASC-Formatting-Guidelines-Petitions.pdf,"This article provides formatting guidelines for petitions that are filed electronically. It explains that documents must be in text-searchable PDF format, pages must be numbered consecutively, and electronic bookmarks must be included to each heading, subheading, and the first page of any component of the document. Additionally, if an emergency stay is requested, the cover must state “IMMEDIATE STAY REQUESTED” and include the name and telephone number of the trial judge."
https://www.courts.ca.gov/documents/DCASC-Sample-Writ-Petition.pdf,"This is a legal document filed in the Court of Appeal of California in a case between a plaintiff and a defendant. The document is a petition for a writ of [type of writ] and includes a memorandum of points and authorities, a certificate of word count, and a declaration of service."
https://www.courts.ca.gov/documents/DCASC-Sample-Petition-for-transfer.pdf,"This document is a Petition for Transfer, which is a legal document used in the court system. It is used to transfer a case from one court to another. It includes information about the case, such as the parties involved, the court it is being transferred from, and the court it is being transferred to. It also includes arguments and a conclusion. This document is used in the legal system and is not relevant to high school students."
https://www.courts.ca.gov/documents/DCASC-Formatting-Guidelines-Appendix.pdf,"Electronic documents must be formatted according to the California Rules of Court. Documents must be text-searchable and page numbers must be numbered consecutively. Files must be 25 megabytes or smaller and if they are larger, they must be split into segments of 25 megabytes or less. There must be bookmarks to the indexes and to the first page of each separate exhibit or attachment."
https://www.courts.ca.gov/documents/DCASC-Sample-Appendix.pdf,"This is a court document from the Court of Appeal of California in a case between a plaintiff and a defendant. The document includes a Master Chronological Index and a Master Alphabetical Index listing the different documents filed in the case, such as the complaint, answer, motion, and declarations. It also includes a Declaration of Service."
https://www.courts.ca.gov/documents/DCASC-Formatting-Guidelines-Exhibits-to-Petition.pdf,
https://www.courts.ca.gov/documents/DCASC-Sample-Writ-Exhibits.pdf,"This is a legal document related to a case in the Court of Appeal of California. It lists the exhibits to a petition for a writ, including a complaint for damages, a notice of motion, a memorandum of points and authorities, a separate statement of undisputed material facts, and an appendix of evidence."
https://www.courts.ca.gov/documents/DCASC-TrueFiling-3_0-Quick-Start-Guide.pdf,"TrueFiling is a website that allows users to file court documents and access filing and payment histories. This guide provides instructions on how to sign up for an account, how to connect with other users, how to search for cases, how to add contacts, how to file documents, how to set notification settings, how to add payment accounts, how to view filing history, and how to access the TrueFiling Help system."
https://www.courts.ca.gov/documents/DCASC-eFiling-FAQs.pdf,"California Courts of Appeal have rules for formatting documents that must be followed when filing. This includes the need to bookmark exhibits, include a bookmark for the Table of Contents, and start the first page of each document with the number 1. Fees are required for filing documents and fee waivers are available for eligible parties. Technical problems with the TrueFiling system can be addressed by contacting the help desk. Documents can be served electronically, but a proof of service is required. TrueFiling convenience fees are waived if a fee waiver application has been granted by the Court of Appeal."
https://www.courts.ca.gov/documents/placement-criteria-coadefense(1).pdf,"California's appellate court system appoints attorneys to represent indigent clients. To be placed on the panel, applicants must have sufficient experience, knowledge, and skill to perform the necessary tasks. They must also demonstrate a commitment to high quality representation of indigent appellants and be willing to cooperate with the administrator. The administrator may consider the applicant's legal education, academic performance, previous employment, and references when evaluating them."
https://www.courts.ca.gov/documents/AOC_and_Appellate_Project_Information_Sheet-and-STD-204-Form.pdf,"The Judicial Council of California (JCC) and Appellate Projects require all new panel attorneys, current panel attorneys making changes to their business or street address, tax ID information, name change, or the beneficiary of a deceased attorney to submit the Attorney Information Sheet and the STD 204 form. The forms must be sent to the JCC address and a copy of the form must be sent to every appellate project of which the attorney is a panel member. New panel attorneys must also submit an IRS W-9 form, a Letter of Authorization, and a Direct Deposit Form. Current panel attorneys must submit the forms for changes prior to submitting a claim. Change of email address must be notified to the court and client on every open case. Beneficiaries of a deceased attorney must fill out both forms. Allow 30 days for the JCC to update its records."
https://www.courts.ca.gov/documents/cac-appellate-claim-form.doc,
https://www.courts.ca.gov/documents/cac-direct-deposit-form.docx,
https://www.courts.ca.gov/documents/cac-direct-deposit-faqs.pdf,"The Court Appointed Counsel (CAC) Direct Deposit Compensation Program allows attorneys representing indigent defendants in the Courts of Appeal to have their compensation claim payments directly deposited into their checking or savings account at a financial institution. This program offers several advantages, such as fewer trips to the financial institution, avoiding long lines on payday, and less risk of error due to a lost warrant or misdirected deposit. To enroll in the program, you must complete the Direct Deposit Enrollment Authorization Form and submit it to the JCC Accounting Office. After submitting the form, your account will be ready for direct deposit within 15 to 30 days. Payments are transmitted to the SCO every Monday, Wednesday, and Friday and should be available to you at the beginning of the sixth business day after the JCC’s transmission. If you close your account without notifying the JCC Accounting Office, the funds will be returned and payment will not be made until the funds are returned to the JCC Accounting Office."
https://www.courts.ca.gov/documents/cac-update-0211.pdf,"Kent Richland is a civil appellate attorney who was appointed to the Judicial Council's Appellate Indigent Defense Oversight Advisory Committee (AIDOAC). He chose law as a career because he was a frustrated child actor and wanted to channel his acting energy to the courtroom. He works as an attorney for the California Attorney General's Office in the criminal division, and he has argued and won two cases in the U.S. Supreme Court. He believes that the program will attract younger lawyers and that it is of vital importance to ensure the most efficient and effective use of public funds. He suggests that panel attorneys should edit their own work and have someone else read it to communicate in a nontechnical way that appeals to any human being."
https://www.courts.ca.gov/documents/cac-update-1109.pdf,"The Administrative Office of the Courts has worked for more than 15 years to provide effective representation for appellants in the noncapital Court-Appointed Counsel (CAC) Program. The AOC has advocated for adequate funding for the CAC program, increased hourly compensation rates for court-appointed counsel, and provided financial support for training programs. Despite budget challenges, the AOC continues to pursue options to enhance appointed counsel compensation and fund ongoing training."
https://www.courts.ca.gov/documents/Anderson_Carl_W_Biography.pdf,"Carl West Anderson was a retired Presiding Justice of the Court of Appeal, First Appellate District, Division Four. He was appointed by Governor Deukmejian in 1984 and confirmed by the Commission on Judicial Appointments and the electorate in 1986 and 1990. He was a Senior Trial Deputy District Attorney and Deputy District Attorney in Alameda County, a Judge in Superior Court of Alameda County, and a Legislative Advocate for the California District Attorneys Association, California Peace Officers Association, and California State Sheriffs Association. He was a member of the California Judges Association, Alameda County Bar Association, and the American Bar Association Appellate Judges Conference. He wrote significant opinions on a variety of cases and was a lecturer and instructor in criminal law and evidence. Anderson served in the U.S. Army Reserve and had a LL.M from the University of Virginia, a LL.B from the University of California, Berkeley, and a B.A in Political Science from the University of California, Berkeley."
https://www.courts.ca.gov/documents/Carl_Anderson_6043.pdf,"were doing wrong. I was very critical of the judges and I thought that they were not doing their job properly. So I had no thought of ever being a judge. But I had a colleague in the DA‘s office by the name of Bob Bocci , who was a great trial lawyer and a great trial judge. He had been appointed by Governor Reagan to the superior court in Alameda County and he was a great judge. He was a great trial lawyer and he was a great trial judge. He was very fair and he was very firm. And he was very respected by the defense bar. He was a great guy. So I was talking to him one day and he said , ―Carl, you ought to apply for a judgeship .‖ I said , ―No, I don‘t want to be a judge. I don‘t want to be a judge.‖ He said , ―No, you ought to apply for a judgeship.‖ I said , ―No, I don‘t want to be a judge.‖ He said , ―No, you ought to apply for a judgeship.‖ I said , ―No, I don‘t want to be a judge."
https://www.courts.ca.gov/documents/Terence-Bruiniers-BIO.pdf,
https://www.courts.ca.gov/documents/Terence-Bruiniers-transcript-FINAL.docx,
https://www.courts.ca.gov/documents/Deal_Betty_Barry_Biography.pdf,"Betty Barry-Deal was a retired Associate Justice of the Court of Appeal, First Appellate District, Division Three. She was appointed by Governor Brown Jr. in 1980 and confirmed by the Commission on Judicial Appointments. She was also a Judge of the Superior Court in Alameda County from 1977-1980 and a private law practitioner from 1963-1977. She authored several significant decisions, including Wylie v. Gresch, Barbara A. v. John G., and In re Lynna B. She was also a member of the Governor Wilson's Commission to Redraw State's Political Boundaries in 1991."
https://www.courts.ca.gov/documents/Betty_Barry-Deal_6024.pdf,"Justice Betty Barry-Deal was the first woman to serve on the First District Court of Appeal in California. She grew up in Susanville, a small town in Lassen County, and graduated from the University of California in 1944. She attended Boalt Hall School of Law, where she met and married her husband John Pierpont Deal. After he died unexpectedly of a heart attack in 1951, she was left to care for her two young children and miraculously was able to finish her legal studies, pass the bar, and find a way to practice law in an almost all-male-dominated profession. Justice Barry-Deal talks about her childhood growing up in Susanville, her experience attending college, and her decision to pursue a career in law."
https://www.courts.ca.gov/documents/Dondero_Bio.pdf,"Justice Robert L. Dondero was appointed to the California Appellate Court in 1993 and elected in 1994. He was also appointed to the Municipal Court in 1992. He was a former Assistant U.S. Attorney and Deputy District Attorney. He was a Fellow of the American Board of Criminal Trial Lawyers and a member of several associations. He was a recipient of several awards and taught criminal law at San Francisco Law School. He graduated from the University of Santa Clara and Boalt Hall School of Law. He enjoys reading, hiking, and travel."
https://www.courts.ca.gov/documents/Dondero_7320.pdf,"Justice Robert Dondero was born in San Francisco, the second generation of his family who had emigrated from Northern Italy. His father worked for the Sunset Scavenger Company, and his mother was a housewife. He was an only child, but had many cousins who lived nearby. He attended St. Peters grammar school in the Mission District, and then Riordan High School. He was involved in speech and debate activities, and his friends from that program went on to become lawyers and judges. He attended the University of Santa Clara, where he majored in history and was involved in student government. He met his wife, Liz Heffernan Dondero, at his law school graduation, and they have two daughters, Alison and Chrissy, who are both involved in the law. He has several grandchildren, and is 6'7"" tall."
